name,timestamp,value,quality
42FC001,5/9/2016,33800,2
42FC001,5/9/2016 1:00,33885,2
42FC001,5/9/2016 2:00,33600,2
42FC001,5/9/2016 3:00,33701,2
42FC001,5/9/2016 4:00,33901,2
42FC001,5/9/2016 5:00,33952,2
42FC001,5/9/2016 6:00,33952,2
42FC001,5/9/2016 7:00,33885,2
42FC001,5/9/2016 8:00,34119,2
42FC001,5/9/2016 9:00,34170,2
42FC001,5/9/2016 10:00,34119,2
42FC001,5/9/2016 11:00,34388,2
42FC001,5/9/2016 12:00,34491,2
42FC001,5/9/2016 13:00,34606,2
42FC001,5/9/2016 14:00,34606,2
42FC001,5/9/2016 15:00,34508,2
42FC001,5/9/2016 16:00,34525,2
42FC001,5/9/2016 17:00,34474,2
42FC001,5/9/2016 18:00,34508,2
42FC001,5/9/2016 19:00,34593,2
42FC001,5/9/2016 20:00,34679,2
42FC001,5/9/2016 21:00,34696,2
42FC001,5/9/2016 22:00,34610,2
42FC001,5/9/2016 23:00,34662,2
42FC001,5/10/2016,34576,2
42FC001,5/10/2016 1:00,34778,2
42FC001,5/10/2016 2:00,35084,2
42FC001,5/10/2016 3:00,35033,2
42FC001,5/10/2016 4:00,35033,2
42FC001,5/10/2016 5:00,35305,2
42FC001,5/10/2016 6:00,35339,2
42FC001,5/10/2016 7:00,35357,2
42FC001,5/10/2016 8:00,35374,2
42FC001,5/10/2016 9:00,35473,2
42FC001,5/10/2016 10:00,35605,2
42FC001,5/10/2016 11:00,35534,2
42FC001,5/10/2016 12:00,35605,2
42FC001,5/10/2016 13:00,35534,2
42FC001,5/10/2016 14:00,35772,2
42FC001,5/10/2016 15:00,35825,2
42FC001,5/10/2016 16:00,35807,2
42FC001,5/10/2016 17:00,35719,2
42FC001,5/10/2016 18:00,35534,2
42FC001,5/10/2016 19:00,35482,2
42FC001,5/10/2016 20:00,35429,2
42FC001,5/10/2016 21:00,35193,2
42FC001,5/10/2016 22:00,35446,2
42FC001,5/10/2016 23:00,35245,2
42FC001,5/11/2016,35429,2
42FC001,5/11/2016 1:00,35280,2
42FC001,5/11/2016 2:00,35175,2
42FC001,5/11/2016 3:00,35158,2
42FC001,5/11/2016 4:00,35026,2
42FC001,5/11/2016 5:00,34808,2
42FC001,5/11/2016 6:00,34842,2
42FC001,5/11/2016 7:00,34808,2
42FC001,5/11/2016 8:00,34624,2
42FC001,5/11/2016 9:00,34658,2
42FC001,5/11/2016 10:00,34877,2
42FC001,5/11/2016 11:00,35165,2
42FC001,5/11/2016 12:00,35438,2
42FC001,5/11/2016 13:00,35350,2
42FC001,5/11/2016 14:00,35131,2
42FC001,5/11/2016 15:00,35165,2
42FC001,5/11/2016 16:00,35315,2
42FC001,5/11/2016 17:00,35263,2
42FC001,5/11/2016 18:00,35570,2
42FC001,5/11/2016 19:00,35534,2
42FC001,5/11/2016 20:00,35298,2
42FC001,5/11/2016 21:00,35280,2
42FC001,5/11/2016 22:00,35385,2
42FC001,5/11/2016 23:00,35315,2
42FC001,5/12/2016,35385,2
42FC001,5/12/2016 1:00,35403,2
42FC001,5/12/2016 2:00,35710,2
42FC001,5/12/2016 3:00,35746,2
42FC001,5/12/2016 4:00,35816,2
42FC001,5/12/2016 5:00,36073,2
42FC001,5/12/2016 6:00,36090,2
42FC001,5/12/2016 7:00,36055,2
42FC001,5/12/2016 8:00,36002,2
42FC001,5/12/2016 9:00,36187,2
42FC001,5/12/2016 10:00,35878,2
42FC001,5/12/2016 11:00,35789,2
42FC001,5/12/2016 12:00,35772,2
42FC001,5/12/2016 13:00,35736,2
42FC001,5/12/2016 14:00,35956,2
42FC001,5/12/2016 15:00,36069,2
42FC001,5/12/2016 16:00,36288,2
42FC001,5/12/2016 17:00,36472,2
42FC001,5/12/2016 18:00,36526,2
42FC001,5/12/2016 19:00,36673,2
42FC001,5/12/2016 20:00,36472,2
42FC001,5/12/2016 21:00,36435,2
42FC001,5/12/2016 22:00,36637,2
42FC001,5/12/2016 23:00,36746,2
42FC001,5/13/2016,36692,2
42FC001,5/13/2016 1:00,36527,2
42FC001,5/13/2016 2:00,36509,2
42FC001,5/13/2016 3:00,36381,2
42FC001,5/13/2016 4:00,36327,2
42FC001,5/13/2016 5:00,36399,2
42FC001,5/13/2016 6:00,36472,2
42FC001,5/13/2016 7:00,36417,2
42FC001,5/13/2016 8:00,36453,2
42FC001,5/13/2016 9:00,36162,2
42FC001,5/13/2016 10:00,36144,2
42FC001,5/13/2016 11:00,35925,2
42FC001,5/13/2016 12:00,36033,2
42FC001,5/13/2016 13:00,36122,2
42FC001,5/13/2016 14:00,35920,2
42FC001,5/13/2016 15:00,35920,2
42FC001,5/13/2016 16:00,35789,2
42FC001,5/13/2016 17:00,35754,2
42FC001,5/13/2016 18:00,35789,2
42FC001,5/13/2016 19:00,35736,2
42FC001,5/13/2016 20:00,35429,2
42FC001,5/13/2016 21:00,35464,2
42FC001,5/13/2016 22:00,35411,2
42FC001,5/13/2016 23:00,35298,2
42FC001,5/14/2016,35368,2
42FC001,5/14/2016 1:00,35420,2
42FC001,5/14/2016 2:00,35403,2
42FC001,5/14/2016 3:00,35165,2
42FC001,5/14/2016 4:00,35235,2
42FC001,5/14/2016 5:00,35350,2
42FC001,5/14/2016 6:00,35096,2
42FC001,5/14/2016 7:00,35298,2
42FC001,5/14/2016 8:00,35044,2
42FC001,5/14/2016 9:00,34991,2
42FC001,5/14/2016 10:00,34974,2
42FC001,5/14/2016 11:00,35061,2
42FC001,5/14/2016 12:00,35078,2
42FC001,5/14/2016 13:00,35183,2
42FC001,5/14/2016 14:00,35420,2
42FC001,5/14/2016 15:00,35455,2
42FC001,5/14/2016 16:00,35658,2
42FC001,5/14/2016 17:00,35710,2
42FC001,5/14/2016 18:00,35543,2
42FC001,5/14/2016 19:00,35339,2
42FC001,5/14/2016 20:00,35374,2
42FC001,5/14/2016 21:00,35136,2
42FC001,5/14/2016 22:00,35188,2
42FC001,5/14/2016 23:00,34968,2
42FC001,5/15/2016,34985,2
42FC001,5/15/2016 1:00,34950,2
42FC001,5/15/2016 2:00,34985,2
42FC001,5/15/2016 3:00,34662,2
42FC001,5/15/2016 4:00,34662,2
42FC001,5/15/2016 5:00,34542,2
42FC001,5/15/2016 6:00,34422,2
42FC001,5/15/2016 7:00,34187,2
42FC001,5/15/2016 8:00,34268,2
42FC001,5/15/2016 9:00,34303,2
42FC001,5/15/2016 10:00,34068,2
42FC001,5/15/2016 11:00,34085,2
42FC001,5/15/2016 12:00,34119,2
42FC001,5/15/2016 13:00,34136,2
42FC001,5/15/2016 14:00,34051,2
42FC001,5/15/2016 15:00,34085,2
42FC001,5/15/2016 16:00,33901,2
42FC001,5/15/2016 17:00,33817,2
42FC001,5/15/2016 18:00,33851,2
42FC001,5/15/2016 19:00,33868,2
42FC001,5/15/2016 20:00,33834,2
42FC001,5/15/2016 21:00,33800,2
42FC001,5/15/2016 22:00,33817,2
42FC001,5/15/2016 23:00,33800,2
42FC002,5/9/2016,2000,2
42FC002,5/9/2016 1:00,2005,2
42FC002,5/9/2016 2:00,2000,2
42FC002,5/9/2016 3:00,2006,2
42FC002,5/9/2016 4:00,2006,2
42FC002,5/9/2016 5:00,2009,2
42FC002,5/9/2016 6:00,2009,2
42FC002,5/9/2016 7:00,2005,2
42FC002,5/9/2016 8:00,2007,2
42FC002,5/9/2016 9:00,2010,2
42FC002,5/9/2016 10:00,2007,2
42FC002,5/9/2016 11:00,2011,2
42FC002,5/9/2016 12:00,2017,2
42FC002,5/9/2016 13:00,2012,2
42FC002,5/9/2016 14:00,2012,2
42FC002,5/9/2016 15:00,2018,2
42FC002,5/9/2016 16:00,2019,2
42FC002,5/9/2016 17:00,2016,2
42FC002,5/9/2016 18:00,2018,2
42FC002,5/9/2016 19:00,2023,2
42FC002,5/9/2016 20:00,2028,2
42FC002,5/9/2016 21:00,2029,2
42FC002,5/9/2016 22:00,2024,2
42FC002,5/9/2016 23:00,2027,2
42FC002,5/10/2016,2022,2
42FC002,5/10/2016 1:00,2022,2
42FC002,5/10/2016 2:00,2028,2
42FC002,5/10/2016 3:00,2025,2
42FC002,5/10/2016 4:00,2025,2
42FC002,5/10/2016 5:00,2029,2
42FC002,5/10/2016 6:00,2031,2
42FC002,5/10/2016 7:00,2032,2
42FC002,5/10/2016 8:00,2033,2
42FC002,5/10/2016 9:00,2027,2
42FC002,5/10/2016 10:00,2023,2
42FC002,5/10/2016 11:00,2019,2
42FC002,5/10/2016 12:00,2023,2
42FC002,5/10/2016 13:00,2019,2
42FC002,5/10/2016 14:00,2021,2
42FC002,5/10/2016 15:00,2024,2
42FC002,5/10/2016 16:00,2023,2
42FC002,5/10/2016 17:00,2018,2
42FC002,5/10/2016 18:00,2019,2
42FC002,5/10/2016 19:00,2016,2
42FC002,5/10/2016 20:00,2013,2
42FC002,5/10/2016 21:00,2011,2
42FC002,5/10/2016 22:00,2014,2
42FC002,5/10/2016 23:00,2014,2
42FC002,5/11/2016,2013,2
42FC002,5/11/2016 1:00,2016,2
42FC002,5/11/2016 2:00,2010,2
42FC002,5/11/2016 3:00,2009,2
42FC002,5/11/2016 4:00,2013,2
42FC002,5/11/2016 5:00,2012,2
42FC002,5/11/2016 6:00,2014,2
42FC002,5/11/2016 7:00,2012,2
42FC002,5/11/2016 8:00,2013,2
42FC002,5/11/2016 9:00,2015,2
42FC002,5/11/2016 10:00,2016,2
42FC002,5/11/2016 11:00,2021,2
42FC002,5/11/2016 12:00,2025,2
42FC002,5/11/2016 13:00,2020,2
42FC002,5/11/2016 14:00,2019,2
42FC002,5/11/2016 15:00,2021,2
42FC002,5/11/2016 16:00,2018,2
42FC002,5/11/2016 17:00,2015,2
42FC002,5/11/2016 18:00,2021,2
