name,timestamp,value,quality
42FC001,4/25/2016,33800,2
42FC001,4/25/2016 1:00,33684,2
42FC001,4/25/2016 2:00,33433,2
42FC001,4/25/2016 3:00,33467,2
42FC001,4/25/2016 4:00,33734,2
42FC001,4/25/2016 5:00,33650,2
42FC001,4/25/2016 6:00,33718,2
42FC001,4/25/2016 7:00,33718,2
42FC001,4/25/2016 8:00,33751,2
42FC001,4/25/2016 9:00,33534,2
42FC001,4/25/2016 10:00,33517,2
42FC001,4/25/2016 11:00,33467,2
42FC001,4/25/2016 12:00,33617,2
42FC001,4/25/2016 13:00,33533,2
42FC001,4/25/2016 14:00,33383,2
42FC001,4/25/2016 15:00,33450,2
42FC001,4/25/2016 16:00,33417,2
42FC001,4/25/2016 17:00,33400,2
42FC001,4/25/2016 18:00,33500,2
42FC001,4/25/2016 19:00,33534,2
42FC001,4/25/2016 20:00,33333,2
42FC001,4/25/2016 21:00,33399,2
42FC001,4/25/2016 22:00,33366,2
42FC001,4/25/2016 23:00,33300,2
42FC001,4/26/2016,33584,2
42FC001,4/26/2016 1:00,33584,2
42FC001,4/26/2016 2:00,33634,2
42FC001,4/26/2016 3:00,33651,2
42FC001,4/26/2016 4:00,33416,2
42FC001,4/26/2016 5:00,33314,2
42FC001,4/26/2016 6:00,33079,2
42FC001,4/26/2016 7:00,32845,2
42FC001,4/26/2016 8:00,32796,2
42FC001,4/26/2016 9:00,32845,2
42FC001,4/26/2016 10:00,32724,2
42FC001,4/26/2016 11:00,32442,2
42FC001,4/26/2016 12:00,32522,2
42FC001,4/26/2016 13:00,32740,2
42FC001,4/26/2016 14:00,32821,2
42FC001,4/26/2016 15:00,32870,2
42FC001,4/26/2016 16:00,33040,2
42FC001,4/26/2016 17:00,33040,2
42FC001,4/26/2016 18:00,32902,2
42FC001,4/26/2016 19:00,32837,2
42FC001,4/26/2016 20:00,32902,2
42FC001,4/26/2016 21:00,32886,2
42FC001,4/26/2016 22:00,32902,2
42FC001,4/26/2016 23:00,32935,2
42FC001,4/27/2016,33032,2
42FC001,4/27/2016 1:00,32951,2
42FC001,4/27/2016 2:00,33138,2
42FC001,4/27/2016 3:00,32935,2
42FC001,4/27/2016 4:00,33016,2
42FC001,4/27/2016 5:00,32951,2
42FC001,4/27/2016 6:00,33016,2
42FC001,4/27/2016 7:00,33048,2
42FC001,4/27/2016 8:00,32796,2
