name,timestamp,value,quality
42FC001,4/18/2016,33800,2
42FC001,4/18/2016 1:00,33766,2
42FC001,4/18/2016 2:00,33466,2
42FC001,4/18/2016 3:00,33533,2
42FC001,4/18/2016 4:00,33482,2
42FC001,4/18/2016 5:00,33533,2
42FC001,4/18/2016 6:00,33499,2
42FC001,4/18/2016 7:00,33699,2
42FC001,4/18/2016 8:00,33432,2
42FC001,4/18/2016 9:00,33283,2
42FC001,4/18/2016 10:00,33183,2
42FC001,4/18/2016 11:00,33216,2
42FC001,4/18/2016 12:00,33133,2
42FC001,4/18/2016 13:00,32934,2
42FC001,4/18/2016 14:00,32951,2
42FC001,4/18/2016 15:00,32868,2
42FC001,4/18/2016 16:00,32802,2
42FC001,4/18/2016 17:00,32571,2
42FC001,4/18/2016 18:00,32341,2
42FC001,4/18/2016 19:00,32225,2
42FC001,4/18/2016 20:00,32307,2
42FC001,4/18/2016 21:00,32209,2
42FC001,4/18/2016 22:00,32488,2
42FC001,4/18/2016 23:00,32488,2
42FC001,4/19/2016,32388,2
42FC001,4/19/2016 1:00,32521,2
42FC001,4/19/2016 2:00,32603,2
42FC001,4/19/2016 3:00,32421,2
42FC001,4/19/2016 4:00,32669,2
42FC001,4/19/2016 5:00,32652,2
42FC001,4/19/2016 6:00,32519,2
42FC001,4/19/2016 7:00,32784,2
42FC001,4/19/2016 8:00,33033,2
42FC001,4/19/2016 9:00,32882,2
42FC001,4/19/2016 10:00,32649,2
42FC001,4/19/2016 11:00,32714,2
42FC001,4/19/2016 12:00,32980,2
42FC001,4/19/2016 13:00,33099,2
42FC001,4/19/2016 14:00,33116,2
42FC001,4/19/2016 15:00,33066,2
42FC001,4/19/2016 16:00,33099,2
42FC001,4/19/2016 17:00,32915,2
42FC001,4/19/2016 18:00,33013,2
42FC001,4/19/2016 19:00,32915,2
42FC001,4/19/2016 20:00,32730,2
42FC001,4/19/2016 21:00,32714,2
42FC001,4/19/2016 22:00,32866,2
42FC001,4/19/2016 23:00,32649,2
42FC001,4/20/2016,32730,2
42FC001,4/20/2016 1:00,32682,2
42FC001,4/20/2016 2:00,32497,2
42FC001,4/20/2016 3:00,32264,2
42FC001,4/20/2016 4:00,32128,2
42FC001,4/20/2016 5:00,32096,2
42FC001,4/20/2016 6:00,31959,2
42FC001,4/20/2016 7:00,31895,2
42FC001,4/20/2016 8:00,31911,2
42FC001,4/20/2016 9:00,31991,2
42FC001,4/20/2016 10:00,32039,2
42FC001,4/20/2016 11:00,32007,2
42FC001,4/20/2016 12:00,32007,2
