name,timestamp,value,quality
42TI028,4/25/2016 0:00,1650,2
42TI028,4/25/2016 1:00,1650,2
42TI028,4/25/2016 2:00,1649,2
42TI028,4/25/2016 3:00,1653,2
42TI028,4/25/2016 4:00,1651,2
42TI028,4/25/2016 5:00,1648,2
42TI028,4/25/2016 6:00,1648,2
42TI028,4/25/2016 7:00,1646,2
42TI028,4/25/2016 8:00,1646,2
42TI028,4/25/2016 9:00,1645,2
42TI028,4/25/2016 10:00,1643,2
42TI028,4/25/2016 11:00,1639,2
42TI028,4/25/2016 12:00,1640,2
42TI028,4/25/2016 13:00,1639,2
42TI028,4/25/2016 14:00,1639,2
42TI028,4/25/2016 15:00,1643,2
42TI028,4/25/2016 16:00,1642,2
42TI028,4/25/2016 17:00,1643,2
42TI028,4/25/2016 18:00,1642,2
42TI028,4/25/2016 19:00,1638,2
42TI028,4/25/2016 20:00,1634,2
42TI028,4/25/2016 21:00,1631,2
42TI028,4/25/2016 22:00,1628,2
42TI028,4/25/2016 23:00,1631,2
42TI028,4/26/2016 0:00,1629,2
42TI028,4/26/2016 1:00,1625,2
42TI028,4/26/2016 2:00,1621,2
42TI028,4/26/2016 3:00,1623,2
42TI028,4/26/2016 4:00,1626,2
42TI028,4/26/2016 5:00,1626,2
42TI028,4/26/2016 6:00,1629,2
42TI028,4/26/2016 7:00,1634,2
42TI028,4/26/2016 8:00,1634,2
42TI028,4/26/2016 9:00,1630,2
42TI028,4/26/2016 10:00,1631,2
42TI028,4/26/2016 11:00,1629,2
42TI028,4/26/2016 12:00,1627,2
42TI028,4/26/2016 13:00,1629,2
42TI028,4/26/2016 14:00,1628,2
42TI028,4/26/2016 15:00,1627,2
42TI028,4/26/2016 16:00,1624,2
42TI028,4/26/2016 17:00,1628,2
42TI028,4/26/2016 18:00,1625,2
42TI028,4/26/2016 19:00,1624,2
42TI028,4/26/2016 20:00,1625,2
42TI028,4/26/2016 21:00,1625,2
42TI028,4/26/2016 22:00,1627,2
42TI028,4/26/2016 23:00,1623,2
42TI028,4/27/2016 0:00,1621,2
42TI028,4/27/2016 1:00,1616,2
42TI028,4/27/2016 2:00,1619,2
42TI028,4/27/2016 3:00,1623,2
42TI028,4/27/2016 4:00,1621,2
42TI028,4/27/2016 5:00,1618,2
42TI028,4/27/2016 6:00,1622,2
42TI028,4/27/2016 7:00,1619,2
