name,timestamp,value,quality
42FC001,4/25/2016,33800,2
42FC001,4/25/2016 1:00,33651,2
42FC001,4/25/2016 2:00,32942,2
42FC001,4/25/2016 3:00,33432,2
42FC001,4/25/2016 4:00,32064,2
42FC001,4/25/2016 5:00,32087,2
42FC001,4/25/2016 6:00,30659,2
42FC001,4/25/2016 7:00,31275,2
42FC001,4/25/2016 8:00,32918,2
42FC001,4/25/2016 9:00,31514,2
42FC001,4/25/2016 10:00,30892,2
42FC001,4/25/2016 11:00,29047,2
42FC001,4/25/2016 12:00,29385,2
42FC001,4/25/2016 13:00,29820,2
42FC001,4/25/2016 14:00,30139,2
42FC001,4/25/2016 15:00,31024,2
42FC001,4/25/2016 16:00,30544,2
42FC001,4/25/2016 17:00,30654,2
42FC001,4/25/2016 18:00,29238,2
42FC001,4/25/2016 19:00,29894,2
42FC001,4/25/2016 20:00,29559,2
42FC001,4/25/2016 21:00,28865,2
42FC001,4/25/2016 22:00,29032,2
42FC001,4/25/2016 23:00,27944,2
42FC001,4/26/2016,28830,2
42FC001,4/26/2016 1:00,28386,2
42FC001,4/26/2016 2:00,27342,2
42FC001,4/26/2016 3:00,28534,2
42FC001,4/26/2016 4:00,27628,2
42FC001,4/26/2016 5:00,26744,2
42FC001,4/26/2016 6:00,26744,2
42FC001,4/26/2016 7:00,27188,2
42FC001,4/26/2016 8:00,27950,2
42FC001,4/26/2016 9:00,27392,2
42FC001,4/26/2016 10:00,28342,2
42FC001,4/26/2016 11:00,29543,2
42FC001,4/26/2016 12:00,29830,2
42FC001,4/26/2016 13:00,29373,2
42FC001,4/26/2016 14:00,28804,2
42FC001,4/26/2016 15:00,28485,2
42FC001,4/26/2016 16:00,29044,2
42FC001,4/26/2016 17:00,30397,2
42FC001,4/26/2016 18:00,30971,2
42FC001,4/26/2016 19:00,32161,2
42FC001,4/26/2016 20:00,31315,2
42FC001,4/26/2016 21:00,30220,2
42FC001,4/26/2016 22:00,30139,2
42FC001,4/26/2016 23:00,28690,2
42FC001,4/27/2016,28011,2
42FC001,4/27/2016 1:00,27254,2
42FC001,4/27/2016 2:00,28305,2
42FC001,4/27/2016 3:00,29600,2
42FC001,4/27/2016 4:00,29921,2
42FC001,4/27/2016 5:00,28799,2
42FC001,4/27/2016 6:00,29921,2
42FC001,4/27/2016 7:00,29737,2
42FC001,4/27/2016 8:00,29367,2
42FC001,4/27/2016 9:00,29488,2
42FC001,4/27/2016 10:00,30146,2
42FC001,4/27/2016 11:00,31417,2
42FC001,4/27/2016 12:00,31139,2
42FC001,4/27/2016 13:00,32467,2
42FC001,4/27/2016 14:00,32526,2
42FC001,4/27/2016 15:00,30984,2
42FC001,4/27/2016 16:00,29598,2
42FC001,4/27/2016 17:00,28366,2
42FC001,4/27/2016 18:00,28572,2
42FC001,4/27/2016 19:00,28848,2
42FC001,4/27/2016 20:00,28002,2
42FC001,4/27/2016 21:00,28560,2
42FC001,4/27/2016 22:00,27050,2
42FC001,4/27/2016 23:00,27234,2
42FC001,4/28/2016,26166,2
42FC001,4/28/2016 1:00,25502,2
42FC001,4/28/2016 2:00,25197,2
42FC001,4/28/2016 3:00,24345,2
42FC001,4/28/2016 4:00,23192,2
42FC001,4/28/2016 5:00,21911,2
42FC001,4/28/2016 6:00,21667,2
42FC001,4/28/2016 7:00,22771,2
42FC001,4/28/2016 8:00,22606,2
42FC001,4/28/2016 9:00,21722,2
42FC001,4/28/2016 10:00,20861,2
42FC001,4/28/2016 11:00,20874,2
42FC001,4/28/2016 12:00,20956,2
42FC001,4/28/2016 13:00,20416,2
42FC001,4/28/2016 14:00,20370,2
42FC001,4/28/2016 15:00,21000,2
42FC001,4/28/2016 16:00,20439,2
42FC001,4/28/2016 17:00,19741,2
42FC001,4/28/2016 18:00,19214,2
42FC001,4/28/2016 19:00,18490,2
42FC001,4/28/2016 20:00,19303,2
42FC001,4/28/2016 21:00,18999,2
42FC001,4/28/2016 22:00,18013,2
42FC001,4/28/2016 23:00,17594,2
42FC001,4/29/2016,18239,2
42FC001,4/29/2016 1:00,18684,2
42FC001,4/29/2016 2:00,19096,2
42FC001,4/29/2016 3:00,19838,2
42FC001,4/29/2016 4:00,20532,2
42FC001,4/29/2016 5:00,20261,2
42FC001,4/29/2016 6:00,20276,2
