name,timestamp,value,quality
42FC001,5/2/2016,33800,2
42FC001,5/2/2016 1:00,33716,2
42FC001,5/2/2016 2:00,33648,2
42FC001,5/2/2016 3:00,33682,2
42FC001,5/2/2016 4:00,33516,2
42FC001,5/2/2016 5:00,33383,2
42FC001,5/2/2016 6:00,33499,2
42FC001,5/2/2016 7:00,33614,2
42FC001,5/2/2016 8:00,33665,2
42FC001,5/2/2016 9:00,33665,2
42FC001,5/2/2016 10:00,33779,2
42FC001,5/2/2016 11:00,34063,2
42FC001,5/2/2016 12:00,34029,2
42FC001,5/2/2016 13:00,33745,2
42FC001,5/2/2016 14:00,33711,2
42FC001,5/2/2016 15:00,33428,2
42FC001,5/2/2016 16:00,33314,2
42FC001,5/2/2016 17:00,33214,2
42FC001,5/2/2016 18:00,33298,2
42FC001,5/2/2016 19:00,33298,2
42FC001,5/2/2016 20:00,33150,2
42FC001,5/2/2016 21:00,33116,2
42FC001,5/2/2016 22:00,33150,2
42FC001,5/2/2016 23:00,33083,2
42FC001,5/3/2016,33083,2
42FC001,5/3/2016 1:00,33331,2
42FC001,5/3/2016 2:00,33348,2
42FC001,5/3/2016 3:00,33314,2
42FC001,5/3/2016 4:00,33298,2
42FC001,5/3/2016 5:00,33331,2
42FC001,5/3/2016 6:00,33298,2
42FC001,5/3/2016 7:00,33033,2
42FC001,5/3/2016 8:00,33331,2
42FC001,5/3/2016 9:00,33597,2
42FC001,5/3/2016 10:00,33779,2
42FC001,5/3/2016 11:00,33648,2
42FC001,5/3/2016 12:00,33614,2
42FC001,5/3/2016 13:00,33779,2
42FC001,5/3/2016 14:00,33779,2
42FC001,5/3/2016 15:00,33530,2
42FC001,5/3/2016 16:00,33382,2
42FC001,5/3/2016 17:00,33382,2
42FC001,5/3/2016 18:00,33415,2
42FC001,5/3/2016 19:00,33233,2
42FC001,5/3/2016 20:00,33317,2
42FC001,5/3/2016 21:00,33400,2
42FC001,5/3/2016 22:00,33350,2
42FC001,5/3/2016 23:00,33283,2
42FC001,5/4/2016,33117,2
42FC001,5/4/2016 1:00,33216,2
42FC001,5/4/2016 2:00,33183,2
42FC001,5/4/2016 3:00,33150,2
42FC001,5/4/2016 4:00,33233,2
42FC001,5/4/2016 5:00,33017,2
42FC001,5/4/2016 6:00,33100,2
42FC001,5/4/2016 7:00,33216,2
42FC001,5/4/2016 8:00,33348,2
42FC001,5/4/2016 9:00,33233,2
42FC001,5/4/2016 10:00,33183,2
42FC001,5/4/2016 11:00,33283,2
42FC001,5/4/2016 12:00,33482,2
42FC001,5/4/2016 13:00,33183,2
42FC001,5/4/2016 14:00,33398,2
42FC001,5/4/2016 15:00,33597,2
42FC001,5/4/2016 16:00,33796,2
42FC001,5/4/2016 17:00,33830,2
42FC001,5/4/2016 18:00,33898,2
42FC001,5/4/2016 19:00,33949,2
42FC001,5/4/2016 20:00,33699,2
42FC001,5/4/2016 21:00,33665,2
42FC001,5/4/2016 22:00,33482,2
42FC001,5/4/2016 23:00,33716,2
42FC001,5/5/2016,33716,2
42FC001,5/5/2016 1:00,33566,2
42FC001,5/5/2016 2:00,33566,2
42FC001,5/5/2016 3:00,33634,2
42FC001,5/5/2016 4:00,33734,2
42FC001,5/5/2016 5:00,33701,2
42FC001,5/5/2016 6:00,33634,2
42FC001,5/5/2016 7:00,33718,2
42FC001,5/5/2016 8:00,33718,2
42FC001,5/5/2016 9:00,33802,2
42FC001,5/5/2016 10:00,33751,2
42FC001,5/5/2016 11:00,33835,2
42FC001,5/5/2016 12:00,33785,2
42FC001,5/5/2016 13:00,33701,2
42FC001,5/5/2016 14:00,33684,2
42FC001,5/5/2016 15:00,33450,2
42FC001,5/5/2016 16:00,33300,2
42FC001,5/5/2016 17:00,33165,2
42FC001,5/5/2016 18:00,33466,2
42FC001,5/5/2016 19:00,33515,2
42FC001,5/5/2016 20:00,33532,2
42FC001,5/5/2016 21:00,33515,2
42FC001,5/5/2016 22:00,33582,2
42FC001,5/5/2016 23:00,33347,2
42FC001,5/6/2016,33413,2
